customer_id,company_name,contact_email,industry,company_size,acquisition_date,acquisition_channel,acquisition_cost,geography,seats_tendency,upgrade_tendency,budget_factor,has_trial,trial_start_date,trial_end_date,referred_by_customer_id
50fa4177-1e48-4675-8fa6-8d737f98099f,Jenkins-Banks,zwelch@example.org,Education,Startup (1-10),2024-08-19,Social Media,65.39788293616623,Europe,1.2,0.8,0.7,False,,,
17c023e8-4e2c-4ce3-beb7-906fbe16e503,Bryant Group,kevinrussell@example.org,Education,Enterprise (1000+),2022-08-18,Social Media,121.2610280759694,Other,5.0,1.2,3.0,False,,,ff9af737-d728-4116-b4fb-cd2c8f20e1bb
5e05368f-a4f6-4890-a163-a54f444060ec,Jackson PLC,millerchristopher@example.net,Healthcare,Small (11-50),2022-06-08,Content Marketing,54.695063274295535,Asia-Pacific,1.5,1.0,1.0,False,,,e02c5af9-07f0-4266-9b4d-05afbef0f18f
03408e15-f978-4cf7-a699-85155bb10d38,Sheppard Ltd,vickilewis@example.net,Retail,Startup (1-10),2024-08-08,Partner,547.8102912407529,North America,1.2,0.8,0.7,False,,,fcac8af3-d455-40fe-bc54-7f8bec339ec1
09423c70-f093-4f13-9948-ad2ee359c781,Pope LLC,ealexander@example.org,Legal,Startup (1-10),2023-07-14,Referral,47.270522469988876,Latin America,1.2,0.8,0.7,True,2023-07-11,2023-08-04,
86d1ec15-b1b9-41bb-bd82-de39e5748f9f,"Carroll, Lee and Li",cluna@example.com,Consulting,Startup (1-10),2023-05-29,Organic Search,104.37231002699049,Asia-Pacific,1.2,0.8,0.7,True,2023-05-28,2023-06-13,
f8ea8d2a-856e-4108-9c67-f1b91b3ddf08,Carlson Ltd,holly47@example.org,Real Estate,Startup (1-10),2023-03-31,Content Marketing,164.77690396801455,Latin America,1.2,0.8,0.7,False,,,
dd181947-a880-42d2-be7a-77b5c45ae26d,"Martin, Lewis and Lloyd",stevenprice@example.org,Marketing,Startup (1-10),2023-01-03,Referral,470.13440939329394,Asia-Pacific,1.2,0.8,0.7,True,2023-01-01,2023-01-17,
79802b57-885b-46a1-8c0e-01dd48d6a29f,"Wiggins, Alexander and Anderson",martinezthomas@example.org,Consulting,Medium (51-200),2024-09-07,Free Trial,47.054677615333155,Other,2.0,1.3,1.5,True,2024-09-02,2024-09-27,
bbefe831-01a3-47a7-a2c2-6a324b47a449,Williams-Jones,tonya56@example.com,Consulting,Large (201-1000),2023-11-08,Social Media,376.354305560242,North America,3.0,1.5,2.0,False,,,ef3ae1ea-d7d7-44ba-a6de-51c4bd0dcfb9
a611b61e-5603-4d40-9354-e84928253548,"Pierce, Lopez and Moore",thomasmonroe@example.org,Non-profit,Medium (51-200),2022-08-22,Trade Show,149.63312260424377,Latin America,2.0,1.3,1.5,True,2022-08-19,2022-09-01,
d223ec33-76cc-425d-84b9-86acb671687a,Jenkins LLC,chandlerlaura@example.com,Legal,Small (11-50),2023-03-27,Partner,67.68015998648238,Other,1.5,1.0,1.0,False,,,
20dce3dc-f46d-4f70-ae81-cd636c7c33ff,"Mejia, Phillips and Brown",chaveztammy@example.org,Finance,Small (11-50),2022-02-19,Content Marketing,214.79471958836993,Asia-Pacific,1.5,1.0,1.0,True,2022-02-16,2022-03-11,
a078c173-2bf4-465c-8d3f-71daca61e979,Williams-Munoz,stephanie10@example.net,Non-profit,Startup (1-10),2024-02-07,Paid Search,174.03349078316757,Asia-Pacific,1.2,0.8,0.7,True,2024-02-01,2024-02-22,
7a428888-dfd5-4584-a14b-8a6d17e50ad1,Sharp LLC,baileyritter@example.com,Consulting,Startup (1-10),2022-08-23,Trade Show,91.81966572548086,North America,1.2,0.8,0.7,False,,,
bb33ae4b-8838-4a45-bf2e-a0cc287ae6b4,"Vasquez, Hall and Reyes",harrisontaylor@example.com,Manufacturing,Small (11-50),2024-10-18,Paid Search,156.9365632545048,Europe,1.5,1.0,1.0,True,2024-10-16,2024-11-10,af784d26-d9e7-4ad7-9571-d48039add163
65b5efaa-7b98-470a-b0ab-f98b5faa69c5,Martin Ltd,ellisoncody@example.org,Legal,Large (201-1000),2024-10-16,Cold Outreach,109.04374396601156,Other,3.0,1.5,2.0,False,,,51a44ab5-63da-4bcf-a683-c5c6a6ed53fb
89a86842-85d5-4a0f-a35d-7018e9cd5325,Curry Ltd,martinezjames@example.org,Legal,Startup (1-10),2024-08-27,Partner,162.52208109516522,Europe,1.2,0.8,0.7,True,2024-08-21,2024-09-01,2d8c76d0-2982-460a-82eb-28019fb1d371
b4c935d3-c722-4925-954b-0893c3de5cb3,Lawrence-Robinson,ronnie85@example.com,Education,Startup (1-10),2024-10-10,Referral,252.0694234915488,Other,1.2,0.8,0.7,True,2024-10-08,2024-11-07,
7dc93202-8a99-4e21-976e-1d65c2dce361,"Owens, Wolfe and Fuentes",mirandarodriguez@example.com,Real Estate,Medium (51-200),2022-02-14,Paid Search,527.8506864591195,Europe,2.0,1.3,1.5,False,,,
d98983ac-24a1-4ee8-a210-1aab4bf142b9,"Wheeler, Burns and Martinez",ibowers@example.org,Media,Enterprise (1000+),2022-06-01,Referral,55.13295330151591,Other,5.0,1.2,3.0,False,,,
1df35936-979d-4921-9f1a-2502adbabc9e,King LLC,maryyates@example.com,Legal,Startup (1-10),2022-01-28,Organic Search,817.643726642555,Other,1.2,0.8,0.7,False,,,
9382224d-c04f-47ab-b916-e9f25a589e0a,"Collins, Booker and Mccoy",ntaylor@example.com,Manufacturing,Medium (51-200),2024-12-24,Cold Outreach,31.134911952137355,Asia-Pacific,2.0,1.3,1.5,False,,,8b874751-afb7-44d1-872d-bb06a282b584
1e4a8efe-5708-4f1f-90d4-8832defca933,Lane Ltd,david66@example.com,Media,Small (11-50),2024-03-04,Cold Outreach,131.4428194501157,Asia-Pacific,1.5,1.0,1.0,True,2024-03-02,2024-03-19,
bbcd883f-aeca-4314-af78-12deada0a62e,Griffin-Peterson,jsutton@example.org,Consulting,Large (201-1000),2022-04-10,Partner,237.61548672601222,Asia-Pacific,3.0,1.5,2.0,False,,,
1593248a-b84a-43e7-8157-44924fc46e2b,Grant PLC,annaanderson@example.org,Technology,Medium (51-200),2024-09-13,Organic Search,185.82279307673977,Asia-Pacific,2.0,1.3,1.5,True,2024-09-08,2024-09-18,
1f239fba-bb42-4d71-9542-88662000f0d0,"Norris, Marquez and Smith",wilsonemily@example.org,Media,Large (201-1000),2024-04-23,Partner,90.18294993980759,Europe,3.0,1.5,2.0,False,,,
f93e35a7-cc69-4cbe-948a-c83cc63d273c,"Hill, Rodriguez and Flynn",jorge60@example.com,Marketing,Startup (1-10),2023-09-06,Partner,125.65024322402869,Latin America,1.2,0.8,0.7,False,,,f2019fa5-9afa-41b2-8fcb-0b0562a90b2b
3047d014-4028-4afb-bae8-4af21c01559f,Blair Group,ayerseddie@example.org,Non-profit,Large (201-1000),2024-02-04,Trade Show,100.04291583469474,Other,3.0,1.5,2.0,False,,,
146c6069-383c-4cc7-a60a-c9be619dd173,"Lopez, Walter and Torres",stacey07@example.com,Media,Enterprise (1000+),2024-09-04,Partner,92.62028651041247,North America,5.0,1.2,3.0,False,,,
647d74fa-95b9-4f51-b049-33ed55e77ea2,Johnson Inc,fcook@example.com,Healthcare,Startup (1-10),2022-01-07,Paid Search,292.85619240244847,Asia-Pacific,1.2,0.8,0.7,False,,,
0bd9625c-3649-4a1d-b892-2756cd493737,Stuart Group,joanna83@example.org,Retail,Medium (51-200),2023-10-22,Content Marketing,197.4750779476545,Latin America,2.0,1.3,1.5,False,,,
8414da82-5cb1-44cd-a5ca-6fc8d8d6f135,"Barnes, Beard and Baker",hogansheena@example.com,Consulting,Medium (51-200),2022-12-23,Direct,85.25717900253338,North America,2.0,1.3,1.5,True,2022-12-21,2023-01-06,9454d681-4960-4c5b-8620-3b82315012f6
311f62b6-c25b-450b-a400-26be92d16ca0,"Fowler, West and Powell",sharimorgan@example.com,Healthcare,Startup (1-10),2022-09-20,Content Marketing,304.80733861594024,Asia-Pacific,1.2,0.8,0.7,False,,,cdc6607c-98c9-4717-a439-2ec99535ee54
95d0ac27-58ce-4beb-81a7-3d0dbdd75515,Smith-Hill,kingadam@example.net,Healthcare,Startup (1-10),2024-10-09,Referral,189.77508668894671,North America,1.2,0.8,0.7,False,,,6d5dfed7-347b-450e-8329-e392e161fcc1
6171754d-81c1-44c3-9003-fdfcebb58675,Salazar PLC,michele47@example.org,Marketing,Large (201-1000),2024-11-08,Referral,284.37383559082673,Asia-Pacific,3.0,1.5,2.0,False,,,1ac6ca36-0988-42ff-91e8-a0d4471787d5
3cbc340a-f970-4b75-9b58-e3a77086f3c0,Mendez and Sons,riverajason@example.com,Education,Small (11-50),2022-07-08,Direct,245.59972425666032,Latin America,1.5,1.0,1.0,False,,,
9f19e395-da32-4724-94ea-543d84fab882,"Petersen, Robbins and Guzman",dunndaniel@example.net,Manufacturing,Enterprise (1000+),2022-03-12,Paid Search,76.46277271880025,North America,5.0,1.2,3.0,True,2022-03-09,2022-03-19,
253bca1c-2ac1-47b6-9654-01e38030a4e4,Ferrell Group,rhonda68@example.net,Legal,Medium (51-200),2024-11-24,Webinar,94.80813026213616,North America,2.0,1.3,1.5,False,,,
f883eef4-e4cc-4ac3-8da8-e8d9c1121ac6,Vazquez-Whitaker,kristybernard@example.com,Media,Startup (1-10),2023-12-11,Trade Show,269.841536296646,Other,1.2,0.8,0.7,True,2023-12-09,2023-12-28,
04ab24de-121c-45f9-b533-7c81cddb5bbf,Bailey-Kim,christopher38@example.org,Marketing,Small (11-50),2022-11-28,Organic Search,241.8448034436903,Latin America,1.5,1.0,1.0,False,,,9021861c-dfee-40e1-9962-02b75184a065
23fa51a4-e8a2-48e3-8c14-ac2e750f6988,Colon-Zhang,alexisboyd@example.org,Technology,Startup (1-10),2023-11-23,Content Marketing,145.9521349034072,Latin America,1.2,0.8,0.7,False,,,
d022e547-9613-460a-b57c-070f191ad62e,Owens LLC,rosssusan@example.com,Healthcare,Large (201-1000),2024-10-06,Direct,163.01820906897362,North America,3.0,1.5,2.0,False,,,7c3a2df8-bcad-4df7-9a1f-66126b412896
95e7d37f-e70e-4633-8e85-22515e314f28,Barr-Dennis,kimberlybrowning@example.com,Technology,Medium (51-200),2022-09-02,Webinar,412.4569829712454,North America,2.0,1.3,1.5,False,,,
8062f0c0-da95-45f6-829b-1ab52a6ede95,Gilbert-Carter,jeremiah95@example.com,Technology,Large (201-1000),2023-12-24,Social Media,92.45692763957338,Asia-Pacific,3.0,1.5,2.0,True,2023-12-19,2024-01-15,
b433bc6c-846a-4eb9-96e4-b69fd3b8bec8,Newman Group,vbray@example.com,Manufacturing,Large (201-1000),2024-11-24,Webinar,229.90769560986647,Other,3.0,1.5,2.0,False,,,
3f15ef01-38d5-4515-aed8-2dbc78c99a50,Carter-Clark,tbyrd@example.com,Legal,Startup (1-10),2023-04-17,Webinar,126.24770352043532,Latin America,1.2,0.8,0.7,False,,,3d1913b7-b4c8-4ca2-a986-a84d832cef4a
2b4d6b52-18b6-41a8-8758-9c49ae5c93b4,"Pineda, Turner and Myers",heather07@example.org,Finance,Startup (1-10),2022-01-23,Content Marketing,124.69304003034756,Other,1.2,0.8,0.7,False,,,
155a3055-5aeb-4c67-9272-2eb461304de0,Acosta-Sanchez,bryantjoel@example.net,Consulting,Medium (51-200),2022-02-19,Cold Outreach,357.45929002349015,Other,2.0,1.3,1.5,False,,,
7486e62d-57ae-4cc1-ba8b-8a4237f69c3d,Mcdonald-Thomas,kayla40@example.net,Non-profit,Startup (1-10),2024-05-09,Cold Outreach,287.24430172360275,Latin America,1.2,0.8,0.7,False,,,
0554ed8d-accc-4152-b58b-63832331c2a2,Valentine-Walsh,dennis85@example.org,Non-profit,Large (201-1000),2022-09-27,Webinar,284.5211833027028,North America,3.0,1.5,2.0,False,,,
f3dbb4ac-3395-4b75-9f12-b77838ab0268,Chambers Ltd,hmurphy@example.org,Consulting,Medium (51-200),2024-05-15,Direct,421.73748445812697,Other,2.0,1.3,1.5,False,,,
9c8ee60b-49f3-470a-8b35-0df3a73241d0,Jones-Carlson,matthew52@example.com,Media,Medium (51-200),2024-08-12,Social Media,150.92802586886677,Asia-Pacific,2.0,1.3,1.5,False,,,f2019fa5-9afa-41b2-8fcb-0b0562a90b2b
03d56414-d7b9-422e-8350-306059faa9ad,Perez-Anderson,tscott@example.org,Legal,Medium (51-200),2022-10-11,Social Media,256.09856170302766,Other,2.0,1.3,1.5,False,,,
8cba7d0d-daa1-4e1b-8fa8-f890a5ab64f9,"Carr, Torres and Horton",sextonmichael@example.net,Retail,Startup (1-10),2023-11-09,Content Marketing,115.79097137808549,Europe,1.2,0.8,0.7,True,2023-11-08,2023-11-17,
82a467f4-bcef-40cb-853e-4317db1b37d7,Summers-Hansen,phillipsangela@example.com,Finance,Enterprise (1000+),2024-06-09,Direct,192.35316472066182,Other,5.0,1.2,3.0,True,2024-06-05,2024-06-25,
b0ac0cd4-0c97-4c80-8973-f1815fb0b741,"Williams, Sawyer and Kemp",usmith@example.org,Legal,Medium (51-200),2023-09-02,Partner,133.73838708927988,Other,2.0,1.3,1.5,False,,,
93b1c740-deb8-42c2-b221-a162098df11e,"Sanchez, Gardner and Barnes",kharris@example.org,Real Estate,Startup (1-10),2022-09-12,Cold Outreach,160.38814311876243,Latin America,1.2,0.8,0.7,False,,,5f66a5ba-4fed-4ae4-9701-c6f703171486
fbcf6167-9d73-4d02-9eed-a6cbcce623e7,"Barton, Ford and Lawson",xharris@example.net,Manufacturing,Startup (1-10),2023-03-29,Social Media,238.9192479970013,Asia-Pacific,1.2,0.8,0.7,False,,,
9454d681-4960-4c5b-8620-3b82315012f6,Sandoval-Leblanc,trujillorebecca@example.com,Consulting,Enterprise (1000+),2024-09-21,Paid Search,77.12468927847497,Asia-Pacific,5.0,1.2,3.0,False,,,
29a12896-7157-47a5-86a0-b5a77a678ced,Houston-Wells,anthonyvega@example.net,Media,Enterprise (1000+),2023-11-27,Webinar,791.4841236406395,Latin America,5.0,1.2,3.0,True,2023-11-26,2023-12-25,
f0ac0467-111c-44fe-b7b0-acbdbedffade,Carrillo-Stewart,johnsonjennifer@example.org,Legal,Startup (1-10),2022-10-25,Referral,66.36608081074623,Asia-Pacific,1.2,0.8,0.7,True,2022-10-18,2022-11-02,ef358e76-8c9e-4229-82d5-57ab84eeef1b
3581bd78-1eee-4891-ae31-670525718b05,"Landry, Young and Brown",grantstacey@example.com,Legal,Enterprise (1000+),2023-10-24,Paid Search,56.18496024406703,Asia-Pacific,5.0,1.2,3.0,False,,,72f4f75b-1393-4d90-9469-820aefa0ff80
91a6f24f-8791-40d1-96ba-5f3d0459f97d,Crawford and Sons,pearsonmary@example.com,Retail,Enterprise (1000+),2024-10-25,Social Media,374.8360381662119,Other,5.0,1.2,3.0,True,2024-10-21,2024-11-13,
cd53f049-c72d-49af-bc2a-48e83be83dac,"Smith, Salas and Hall",darren04@example.net,Finance,Medium (51-200),2022-07-19,Direct,279.5916526136769,Other,2.0,1.3,1.5,False,,,
3ebdd5b9-74db-43ff-9def-403b49e30b32,"Wolf, Brown and Davis",mitchell79@example.net,Marketing,Large (201-1000),2024-05-24,Social Media,244.51969397881447,Asia-Pacific,3.0,1.5,2.0,False,,,
1ac6ca36-0988-42ff-91e8-a0d4471787d5,Watson LLC,rmorris@example.com,Manufacturing,Startup (1-10),2022-11-23,Referral,245.347704730943,North America,1.2,0.8,0.7,True,2022-11-17,2022-11-27,d98983ac-24a1-4ee8-a210-1aab4bf142b9
2ddbcb3a-949b-4033-9da1-473fa52c6411,"Lewis, Morris and Johnson",cookjacqueline@example.com,Healthcare,Small (11-50),2022-05-26,Free Trial,146.9661931447515,Latin America,1.5,1.0,1.0,True,2022-05-23,2022-06-22,
3a91048c-9428-4ee4-be62-a845363700c9,Perkins Group,pdavis@example.org,Consulting,Large (201-1000),2024-11-01,Social Media,72.39929073105789,Other,3.0,1.5,2.0,False,,,
3a90c223-11a0-417a-8c11-6b553995645f,Thomas-Hall,amanda00@example.org,Retail,Small (11-50),2024-11-09,Free Trial,157.69198156667036,Asia-Pacific,1.5,1.0,1.0,False,,,
204f0ae2-fc7a-42f2-9d22-3e21a11588b6,"White, Moore and Alvarez",williamsraymond@example.net,Media,Medium (51-200),2023-10-01,Direct,86.33806951642384,Other,2.0,1.3,1.5,True,2023-09-26,2023-10-18,
e2920cc7-1721-412d-bc06-e597b8d56748,Hall Group,dawn49@example.com,Real Estate,Enterprise (1000+),2024-03-09,Referral,323.7902037380689,North America,5.0,1.2,3.0,False,,,
04fb9dca-c882-49fe-89d8-6531edad569d,Morton LLC,gregory43@example.net,Finance,Medium (51-200),2023-08-08,Webinar,131.94089996627966,North America,2.0,1.3,1.5,False,,,439a562e-f9fb-4159-be5a-03b27f7f966e
12a47de7-8c8f-49f3-959a-a6b8ce929faa,Thomas-Jackson,robertsontracey@example.com,Retail,Medium (51-200),2023-09-09,Webinar,76.67703441146212,Other,2.0,1.3,1.5,False,,,
76115d45-65bd-4ba9-90c1-beeb20b0b1a9,Fletcher Inc,ypratt@example.net,Technology,Medium (51-200),2024-01-09,Social Media,114.76554712343585,Other,2.0,1.3,1.5,True,2024-01-06,2024-01-15,
ad0ee2fb-5e33-45b2-96ff-d2c73d276b98,Hudson-Parks,hbriggs@example.org,Finance,Small (11-50),2023-12-19,Content Marketing,206.5092412922857,North America,1.5,1.0,1.0,True,2023-12-17,2023-12-27,
017bf8c7-3790-4486-9f80-f48016b39efc,Brown-King,xorozco@example.org,Education,Enterprise (1000+),2022-06-28,Webinar,94.53974780465053,Europe,5.0,1.2,3.0,False,,,b94c350b-9ded-4d30-9a9b-3e950878fa66
634a3937-fda5-4eef-a73f-f64267fca270,"Molina, Miller and Smith",robinwilliams@example.com,Real Estate,Medium (51-200),2024-07-09,Organic Search,76.87830242260709,Other,2.0,1.3,1.5,False,,,
1dc593ce-3b50-4761-9633-3acfeeab7ffd,"Sanchez, Allen and Holden",carol38@example.net,Finance,Enterprise (1000+),2022-02-21,Organic Search,180.35908298727816,Other,5.0,1.2,3.0,True,2022-02-15,2022-02-25,fcac8af3-d455-40fe-bc54-7f8bec339ec1
f01bf93b-7d1f-45f3-9822-b6e1e57d4811,"Rubio, Tanner and Reed",johnreid@example.org,Technology,Enterprise (1000+),2023-11-12,Paid Search,180.54377278686346,Asia-Pacific,5.0,1.2,3.0,False,,,
82cfaa80-4be1-40c2-8f79-f21a03638931,Taylor-Pratt,jgoodwin@example.org,Non-profit,Startup (1-10),2022-03-21,Trade Show,98.93325785494368,Latin America,1.2,0.8,0.7,True,2022-03-15,2022-03-23,
eda33011-6da4-4da9-b7b6-eb63c4d029f6,Rodriguez-Nguyen,linda23@example.com,Media,Startup (1-10),2022-01-25,Referral,101.81621308233564,Asia-Pacific,1.2,0.8,0.7,False,,,
8499e001-e1d6-44ae-ae81-e342c3a66c7f,Burke Inc,scraig@example.com,Media,Startup (1-10),2022-04-11,Free Trial,178.68776442259764,Latin America,1.2,0.8,0.7,False,,,
17fa8065-b995-4ff4-b92e-10c33830efce,Ray PLC,zmunoz@example.com,Consulting,Large (201-1000),2023-06-07,Cold Outreach,46.596830640029346,Latin America,3.0,1.5,2.0,False,,,
8a3e26c2-276c-4e6f-9757-e6f80b16d56b,"Tanner, Miller and Fowler",mmolina@example.com,Technology,Enterprise (1000+),2024-10-21,Partner,48.13593465930918,Asia-Pacific,5.0,1.2,3.0,False,,,d98983ac-24a1-4ee8-a210-1aab4bf142b9
fcea6604-6445-4d24-852b-f399a95a2873,Rice Inc,ithomas@example.net,Media,Enterprise (1000+),2022-06-27,Webinar,83.5332388742437,Latin America,5.0,1.2,3.0,True,2022-06-24,2022-07-11,
85a3ead6-486c-4372-be1f-af8234d85950,Bush-Johnson,owenschristopher@example.net,Finance,Enterprise (1000+),2022-05-15,Content Marketing,125.11612156952259,Latin America,5.0,1.2,3.0,True,2022-05-08,2022-06-02,
67f9e185-c2de-4ad1-b9e7-26108bc0eb70,"Lawrence, Dickson and Johnson",rcampbell@example.org,Marketing,Large (201-1000),2024-11-27,Partner,190.32365160660865,Other,3.0,1.5,2.0,False,,,
d5357c63-de23-4a5b-8e7e-58b25a993b01,Johnson-Lopez,emily50@example.net,Marketing,Enterprise (1000+),2023-11-10,Webinar,483.1296159036005,Other,5.0,1.2,3.0,True,2023-11-07,2023-11-26,195bdc1c-86e0-4439-bd6b-e92337f264ac
4a2fcc45-1f6a-4312-b565-7b0152e0435d,"Garrett, Martinez and Houston",ballcameron@example.org,Retail,Large (201-1000),2023-10-01,Trade Show,294.7500469077376,Other,3.0,1.5,2.0,False,,,06fff85e-f982-42e3-a666-e4fba4b3e9fe
38d87d36-1e78-4ffb-ba7f-5e433982703a,"Watts, Morris and Martinez",christopher00@example.org,Legal,Medium (51-200),2022-05-27,Social Media,130.5882411992067,North America,2.0,1.3,1.5,True,2022-05-20,2022-06-01,
328aec9f-dd04-45c4-b71b-e62b671a19a8,Chase LLC,abradley@example.com,Education,Large (201-1000),2022-10-28,Trade Show,146.17244190376945,Latin America,3.0,1.5,2.0,False,,,aa452f16-b3e5-43f6-858d-1b51be0a4f98
8cb4b6a0-7da6-4f84-af1e-712193272ebd,Mason Ltd,sfuentes@example.org,Media,Startup (1-10),2023-12-11,Free Trial,66.5515282350532,Europe,1.2,0.8,0.7,False,,,
21a62fd5-81c1-4ccb-b925-fc6153429d36,Gregory LLC,ryanbrown@example.com,Finance,Startup (1-10),2022-01-23,Partner,146.23128194294895,Asia-Pacific,1.2,0.8,0.7,True,2022-01-17,2022-02-03,
e0eedd1d-6b4a-4ec2-b6a0-d68d904713ba,"Christensen, Copeland and Flores",walter51@example.com,Technology,Medium (51-200),2024-01-03,Free Trial,117.8099919424868,Asia-Pacific,2.0,1.3,1.5,True,2023-12-30,2024-01-09,5f792143-af39-4f23-86aa-5d6d4a24a717
190f03e7-06f7-4d3e-8d88-c2d249461e6a,Meyer-Mercado,brian63@example.net,Finance,Small (11-50),2024-11-24,Cold Outreach,192.13050377068143,Latin America,1.5,1.0,1.0,True,2024-11-17,2024-12-02,a69f7ea2-0fe3-4bba-a58d-7855dd11ec08
74af85e6-1d1c-4701-aa30-ed60d3511fd3,Cain Group,george66@example.net,Finance,Startup (1-10),2024-02-17,Organic Search,76.57075728357998,Asia-Pacific,1.2,0.8,0.7,False,,,
0fcb8564-e4f2-4989-88c1-540aecb42dff,Summers Group,russellbennett@example.net,Media,Enterprise (1000+),2023-09-11,Referral,224.8598257496055,Latin America,5.0,1.2,3.0,False,,,
8d91f7d9-8ab2-4f7f-9570-e957479ee872,Harding Ltd,randallkelly@example.net,Non-profit,Startup (1-10),2024-07-20,Partner,505.82518752797876,Europe,1.2,0.8,0.7,True,2024-07-18,2024-08-11,
3e818414-c7dc-4058-9192-3eb5c7a5f95e,Castro Inc,lwheeler@example.net,Marketing,Enterprise (1000+),2024-07-23,Partner,136.04583911114403,North America,5.0,1.2,3.0,False,,,13afa24d-1702-41be-84c5-663075218cbe
7307bfce-0f35-4b46-a069-5206cfe90178,"Johnson, Thompson and Gilmore",lfrancis@example.net,Real Estate,Large (201-1000),2022-10-02,Webinar,204.6639524362892,North America,3.0,1.5,2.0,False,,,
dfc0cb80-15c7-4fb9-a78d-000d0d6020d2,Rodriguez Ltd,davilakayla@example.net,Media,Medium (51-200),2024-02-20,Webinar,257.78223893013893,Asia-Pacific,2.0,1.3,1.5,True,2024-02-18,2024-03-03,
5dcf023a-90ab-46f2-8f04-6c033604ed46,"Nguyen, Peterson and Chavez",cuevasmichael@example.com,Legal,Small (11-50),2023-03-10,Social Media,107.66489964902736,North America,1.5,1.0,1.0,True,2023-03-08,2023-03-25,
34dc7a37-d7ec-4545-8a8a-3dc9d0f30a93,"Freeman, Collins and Cox",kleblanc@example.net,Legal,Small (11-50),2022-12-29,Social Media,177.55385750372153,Other,1.5,1.0,1.0,False,,,
e7ccc636-eaf9-4107-857d-6da41f6eb8ff,Friedman Group,martinronald@example.com,Healthcare,Medium (51-200),2022-03-06,Paid Search,149.91581761046785,Asia-Pacific,2.0,1.3,1.5,False,,,
a2f6f826-f26e-4c9c-8837-9a6af138401e,Johnson Inc,mindytran@example.net,Healthcare,Large (201-1000),2024-10-25,Content Marketing,160.47543515121527,Other,3.0,1.5,2.0,True,2024-10-18,2024-10-26,be4df9e0-6ef3-46d1-9720-6971285a89e1
70c9b91b-01cd-4331-a95f-046c2636d969,Dixon PLC,jorge44@example.net,Education,Small (11-50),2023-10-28,Partner,79.9652506085271,Other,1.5,1.0,1.0,False,,,
da303fe5-3a58-4dd5-b3c1-777d3a32546e,Singh-Fowler,murraylisa@example.com,Retail,Medium (51-200),2023-07-08,Trade Show,151.35198329422664,Asia-Pacific,2.0,1.3,1.5,False,,,
c5b6fc38-b2f8-44c3-acf6-7d65680997fe,Griffin-Hoffman,bushrobin@example.org,Media,Large (201-1000),2023-02-01,Referral,221.05214700809057,Other,3.0,1.5,2.0,False,,,
a05db638-46db-4d77-bef1-700f75071811,Reynolds Group,amynorris@example.net,Education,Startup (1-10),2022-09-25,Social Media,473.8614058583222,Asia-Pacific,1.2,0.8,0.7,False,,,b1928f11-fdd5-430b-bdd5-ff547deae3e2
b4455b26-6c5b-4cbb-9f2d-2d90ed3d1b42,Rowland-Cox,jameswilliams@example.org,Legal,Large (201-1000),2024-09-04,Direct,319.71074363583546,Europe,3.0,1.5,2.0,True,2024-09-01,2024-09-21,
06fff85e-f982-42e3-a666-e4fba4b3e9fe,Hood Group,jackpalmer@example.com,Healthcare,Startup (1-10),2023-02-17,Direct,830.9303411485567,Other,1.2,0.8,0.7,False,,,
a7bd91fc-172e-4983-873a-3ca3154d5585,Reese-Bryant,marquezamber@example.net,Marketing,Medium (51-200),2022-05-07,Content Marketing,80.32829698219585,North America,2.0,1.3,1.5,False,,,5ddb27f5-67da-43d0-9329-4b0175615c02
336a1e5b-c3c7-4c8b-bf9b-b396e6dbf53c,Cohen Inc,elizabethherrera@example.org,Education,Startup (1-10),2023-09-27,Partner,298.2274675860484,Asia-Pacific,1.2,0.8,0.7,True,2023-09-22,2023-10-02,bdfc120b-5645-43ab-b481-46f580d66eef
e600d0be-42e2-4f57-a6de-6707436aa1b7,Juarez LLC,ebauer@example.org,Legal,Enterprise (1000+),2024-09-29,Referral,171.85886791131387,Latin America,5.0,1.2,3.0,False,,,e1b06d08-01f7-44a9-aee0-3fedb32295eb
01956880-303f-4074-84f2-38f9223838f9,"Edwards, Pittman and Schwartz",colebrown@example.net,Healthcare,Startup (1-10),2024-05-23,Content Marketing,855.6336850925295,Other,1.2,0.8,0.7,False,,,56b2ac58-dfe0-4877-a0fe-6d8718dea275
6e760c58-c069-49f3-a749-756383eeebf6,White LLC,leblanctyler@example.net,Retail,Startup (1-10),2024-02-24,Direct,77.73933503756864,Other,1.2,0.8,0.7,False,,,
b89ebaf6-bee5-4100-b019-080c4bf0325d,Bradley Group,dgregory@example.net,Education,Enterprise (1000+),2023-10-25,Partner,75.80941749238704,North America,5.0,1.2,3.0,False,,,158a1599-b0dc-4c51-b9cc-db5d5dcc61cd
8cee6708-7600-48e6-85bc-0e24cf44d51c,Green and Sons,maldonadomeredith@example.net,Non-profit,Small (11-50),2024-01-08,Partner,91.88023023538697,North America,1.5,1.0,1.0,False,,,
acbb1ab3-57d5-44bb-9cac-51690c5e57b2,Gibson PLC,rickwilliams@example.com,Non-profit,Startup (1-10),2023-03-09,Content Marketing,27.13660136600347,Latin America,1.2,0.8,0.7,False,,,c44ac7f2-1ef6-4e34-a417-cd6645a8a457
