subscription_id,customer_id,plan_name,billing_frequency,monthly_price,seats,start_date,end_date,subscription_type,churn_reason,add_ons
64984603-5b9d-4cc9-bc67-2000f8d1022c,22171f1d-1b11-4152-b845-7b9d2d3d6393,Enterprise,monthly,334.0,2,2024-10-25,2025-03-16,initial,Better alternative found,[]
a079c717-bd69-4944-a382-e19eb377f211,90fb7cb7-6832-4552-9f6f-45dff0bc9c83,Starter,annual,26.099999999999998,2,2022-04-22,2023-02-23,initial,Price sensitivity,[]
3e8a6d61-9d79-4219-acce-ea512768ab8a,90fb7cb7-6832-4552-9f6f-45dff0bc9c83,Starter,annual,26.099999999999998,5,2022-09-17,2023-02-23,seat_expansion,Price sensitivity,[]
5e4a32b0-bf7f-44fd-b7a5-da24e851fa24,83d669b9-02be-42a8-9659-98ef8ae8912d,Business,monthly,549.0,19,2023-11-30,2027-04-25,initial,Better alternative found,[]
3a4861da-cf32-45f6-aebf-de174cd583ab,83d669b9-02be-42a8-9659-98ef8ae8912d,Business,monthly,649.0,23,2024-05-03,2027-04-25,seat_expansion,Better alternative found,[]
0ef0226b-1832-4cbb-8796-a1504fa439f2,83d669b9-02be-42a8-9659-98ef8ae8912d,Business,monthly,674.0,24,2024-07-16,2027-04-25,seat_expansion,Better alternative found,[]
4a5358cd-32bb-4b65-a2f3-0d48182a98d2,83d669b9-02be-42a8-9659-98ef8ae8912d,Business,monthly,699.0,25,2024-12-21,2027-04-25,seat_expansion,Better alternative found,[]
d7edc07b-f5f6-46ae-9382-b0600efda014,297d468a-1ae4-4ed4-b32f-b58cff6a174d,Enterprise,monthly,509.0,7,2023-04-01,2025-04-27,initial,Lack of features,[]
a41cc7aa-26f2-4c9d-90a5-4bab30e9eb5e,297d468a-1ae4-4ed4-b32f-b58cff6a174d,Enterprise,monthly,544.0,8,2023-08-23,2025-04-27,seat_expansion,Lack of features,[]
2f9cb8d8-642f-4bde-9683-2662d7841dee,297d468a-1ae4-4ed4-b32f-b58cff6a174d,Enterprise,monthly,649.0,11,2023-12-15,2025-04-27,seat_expansion,Lack of features,[]
ad94da34-3d37-4f1d-a855-1bb6ffcc234c,297d468a-1ae4-4ed4-b32f-b58cff6a174d,Enterprise,monthly,719.0,13,2024-04-28,2025-04-27,seat_expansion,Lack of features,[]
10d7a6a6-e96c-436c-ae42-a4263f9dcc04,297d468a-1ae4-4ed4-b32f-b58cff6a174d,Enterprise,monthly,824.0,16,2024-07-27,2025-04-27,seat_expansion,Lack of features,[]
777f665c-3554-4f2a-8652-992e1f12660a,297d468a-1ae4-4ed4-b32f-b58cff6a174d,Enterprise,monthly,894.0,18,2024-10-01,2025-04-27,seat_expansion,Lack of features,[]
78f1b86e-4afd-4bbb-ae67-ee7225537e69,4d992a73-3cca-4a71-8734-e4a4a50d37af,Professional,monthly,79.0,3,2024-01-19,2024-02-01,initial,Merger/acquisition,[]
8c227e7c-8a78-49f9-b028-efbdd59c32f9,72826339-b842-48ad-a6b6-8eb28625f62a,Enterprise,monthly,614.0,10,2022-03-15,2025-12-05,initial,Price sensitivity,[]
92ccd891-5979-479a-94f7-e5b2d1064817,72826339-b842-48ad-a6b6-8eb28625f62a,Enterprise,monthly,684.0,12,2022-06-27,2025-12-05,seat_expansion,Price sensitivity,[]
5a8baf77-5b80-4a49-a459-a68fb5a71dcc,72826339-b842-48ad-a6b6-8eb28625f62a,Enterprise,monthly,824.0,16,2022-09-01,2025-12-05,seat_expansion,Price sensitivity,[]
682fa06e-6ed2-4abe-86e3-070477982415,72826339-b842-48ad-a6b6-8eb28625f62a,Enterprise,monthly,859.0,17,2022-12-02,2025-12-05,seat_expansion,Price sensitivity,[]
789e0d83-c7f2-472b-8298-97e3ca9e5709,72826339-b842-48ad-a6b6-8eb28625f62a,Enterprise,monthly,999.0,21,2023-04-04,2025-12-05,seat_expansion,Price sensitivity,[]
2a1797e4-f8ef-4a22-8529-bf72af3a5dce,72826339-b842-48ad-a6b6-8eb28625f62a,Enterprise,monthly,1139.0,25,2023-08-09,2025-12-05,seat_expansion,Price sensitivity,[]
a6df45e5-43b6-4bba-801d-749c022b5184,72826339-b842-48ad-a6b6-8eb28625f62a,Enterprise,monthly,1279.0,29,2023-11-15,2025-12-05,seat_expansion,Price sensitivity,[]
a5890744-1e46-43e1-a02d-8d3c67924f31,72826339-b842-48ad-a6b6-8eb28625f62a,Enterprise,monthly,1349.0,31,2024-03-15,2025-12-05,seat_expansion,Price sensitivity,[]
6cebe292-8b64-4ff8-adc3-0131ff315b13,72826339-b842-48ad-a6b6-8eb28625f62a,Enterprise,monthly,1524.0,36,2024-07-29,2025-12-05,seat_expansion,Price sensitivity,[]
5922e6be-8a8a-43a7-9af9-9b8d93347837,7ebcbde9-65e2-4d4d-ad6a-0e045e7a5526,Enterprise,monthly,299.0,1,2023-04-30,2024-10-06,initial,No longer needed,[]
01d3a173-079c-477b-a8c4-c4bb821f2b2b,7ebcbde9-65e2-4d4d-ad6a-0e045e7a5526,Enterprise,monthly,474.0,6,2023-06-30,2024-10-06,seat_expansion,No longer needed,[]
8fd744b5-3cf5-4f48-9a7a-39158a947547,7ebcbde9-65e2-4d4d-ad6a-0e045e7a5526,Enterprise,monthly,579.0,9,2023-10-04,2024-10-06,seat_expansion,No longer needed,[]
b874577d-ea18-4657-a9be-c3bc12bd834f,7ebcbde9-65e2-4d4d-ad6a-0e045e7a5526,Enterprise,monthly,719.0,13,2024-02-03,2024-10-06,seat_expansion,No longer needed,[]
6faf4563-1d49-4ed8-8533-efea0a6f27f6,7ebcbde9-65e2-4d4d-ad6a-0e045e7a5526,Enterprise,monthly,754.0,14,2024-06-14,2024-10-06,seat_expansion,No longer needed,[]
693c9575-64b2-4e7f-9ae3-1eb9c619b17e,6a879a8c-52c3-49f9-a432-89ae90603818,Business,monthly,224.0,6,2022-05-16,2022-11-03,initial,Feature gaps,[]
992383d7-69ab-477c-8b82-a3dcc657bca9,1c7f0232-6e3f-46e8-b854-956bb59ee717,Starter,monthly,29.0,2,2022-10-23,2022-11-11,initial,Budget cuts,[]
a8f7f460-82bb-4031-8e47-e2f2a0afc564,b27e1dcf-754a-435b-bc7e-eab25d265885,Professional,monthly,64.0,2,2023-09-07,2024-07-06,initial,Technical issues,[]
c8f94330-b509-4d9d-93f6-03be977a4a45,b27e1dcf-754a-435b-bc7e-eab25d265885,Professional,monthly,124.0,6,2024-06-29,2024-07-06,seat_expansion,Technical issues,[]
5c1b059d-d124-436e-b9b2-2173e27b4cb7,1b3b5762-bb0c-4c72-8d69-0be2aa9d88ad,Professional,monthly,49.0,1,2024-02-27,2029-09-01,initial,Poor onboarding,[]
017f180d-1c13-4ef0-8c99-4b41b16fd395,1b3b5762-bb0c-4c72-8d69-0be2aa9d88ad,Professional,monthly,94.0,4,2024-07-09,2029-09-01,seat_expansion,Poor onboarding,[]
45a0ee8e-d6d2-4f99-8335-c416063da1fe,d3ff8bd7-da47-47fe-96b6-9e045521c338,Enterprise,annual,250.5,2,2022-01-23,2022-09-24,initial,Lack of features,[]
6517b1a3-253d-4784-ad5a-7dcde14df7bb,d3ff8bd7-da47-47fe-96b6-9e045521c338,Enterprise,annual,276.75,3,2022-04-15,2022-09-24,seat_expansion,Lack of features,[]
fc1f73f4-cabf-470c-ae9f-5fcdef2fc557,d3ff8bd7-da47-47fe-96b6-9e045521c338,Enterprise,annual,408.0,8,2022-08-29,2022-09-24,seat_expansion,Lack of features,[]
9d8a5894-6863-493b-b629-963f5b5d6704,1c18bfa2-94b1-471c-be7b-d235c66f509a,Enterprise,monthly,369.0,3,2024-05-31,,initial,,[]
91379c39-2287-4c92-8736-95cff481bcb4,1c18bfa2-94b1-471c-be7b-d235c66f509a,Enterprise,monthly,474.0,6,2024-08-21,,seat_expansion,,[]
b99d9ec6-1251-43cb-bacf-3734ff071c0c,1c18bfa2-94b1-471c-be7b-d235c66f509a,Enterprise,monthly,649.0,11,2024-12-09,,seat_expansion,,[]
c1149f27-f49f-4ea7-b22e-c2001bb502ce,057f5595-6bc2-465d-80d1-853685c7702a,Professional,monthly,49.0,1,2022-11-30,2023-03-09,initial,Lack of features,[]
d9686b7f-8154-48f8-baa4-8cca8d3b7b58,057f5595-6bc2-465d-80d1-853685c7702a,Professional,monthly,124.0,6,2023-03-03,2023-03-09,seat_expansion,Lack of features,[]
770ca3f9-3eab-42fa-baa5-e9259cc1c494,a8e86f10-8048-45fb-883b-e5a47c687e71,Business,monthly,99.0,1,2022-08-22,2032-08-20,initial,Budget cuts,[]
73ed1fa5-deab-464a-8368-0be54d68a0e5,a8e86f10-8048-45fb-883b-e5a47c687e71,Business,monthly,224.0,6,2023-01-30,2032-08-20,seat_expansion,Budget cuts,[]
fe42491f-8dc3-4e3e-999a-71a08bb241e1,a8e86f10-8048-45fb-883b-e5a47c687e71,Business,monthly,299.0,9,2023-04-29,2032-08-20,seat_expansion,Budget cuts,[]
321e051c-8d01-4b14-b47f-c6bbf4e87007,a8e86f10-8048-45fb-883b-e5a47c687e71,Business,monthly,374.0,12,2023-08-09,2032-08-20,seat_expansion,Budget cuts,[]
1063b8e9-53a4-402f-b44a-cb064930a5bf,a8e86f10-8048-45fb-883b-e5a47c687e71,Business,monthly,449.0,15,2024-02-03,2032-08-20,seat_expansion,Budget cuts,[]
f728d7e8-bdb6-4e87-9ca0-80803d0d33fd,a8e86f10-8048-45fb-883b-e5a47c687e71,Business,monthly,474.0,16,2024-07-20,2032-08-20,seat_expansion,Budget cuts,[]
f6dcb990-025a-4b7c-abf9-0c6634a5ad5a,a8e86f10-8048-45fb-883b-e5a47c687e71,Business,monthly,549.0,19,2024-09-25,2032-08-20,seat_expansion,Budget cuts,[]
ca8de6e1-0c5a-45d9-9191-bfc69ab6723a,3d10febf-d083-4711-af29-cec315e086cb,Business,annual,259.2,10,2022-10-03,2026-03-01,initial,Budget cuts,[]
6c2714b8-df7a-4747-bcf9-d31dab2d17ed,3d10febf-d083-4711-af29-cec315e086cb,Business,annual,299.2,12,2023-02-15,2026-03-01,seat_expansion,Budget cuts,[]
8b99c317-dd50-466c-80b4-2218cb7e04b5,3d10febf-d083-4711-af29-cec315e086cb,Business,annual,319.2,13,2023-07-05,2026-03-01,seat_expansion,Budget cuts,[]
581b75f4-ec8a-45c8-aa4f-4baa02dea1da,3d10febf-d083-4711-af29-cec315e086cb,Business,annual,359.20000000000005,15,2023-11-25,2026-03-01,seat_expansion,Budget cuts,[]
d87ff59c-bb65-464d-b73c-52af33c06d9d,3d10febf-d083-4711-af29-cec315e086cb,Business,annual,399.20000000000005,17,2024-05-23,2026-03-01,seat_expansion,Budget cuts,[]
3ca4b358-e66e-4a7f-9b6e-d8ad2abddfa9,3d10febf-d083-4711-af29-cec315e086cb,Business,annual,479.20000000000005,21,2024-11-18,2026-03-01,seat_expansion,Budget cuts,[]
fc640bb4-e438-4e3d-83f7-6ac3cfe97d71,337ab074-b53c-404e-894f-0be7b29fcce3,Starter,monthly,29.0,1,2023-08-04,2023-11-24,initial,Merger/acquisition,[]
bc3949ca-3aa8-4bde-8b0d-f492ed5ea62c,26ae4347-9360-46c9-bb93-c220e23c4429,Enterprise,annual,250.5,2,2024-01-10,2027-07-10,initial,Lack of features,[]
d6aa8963-25c1-41ee-8b8e-52add0386676,26ae4347-9360-46c9-bb93-c220e23c4429,Enterprise,annual,303.0,4,2024-05-18,2027-07-10,seat_expansion,Lack of features,[]
cbceaec8-581f-41f3-9bf5-fcb74a5a398c,26ae4347-9360-46c9-bb93-c220e23c4429,Enterprise,annual,408.0,8,2024-08-13,2027-07-10,seat_expansion,Lack of features,[]
d8b30633-abd8-4041-b83e-6f8a760564a0,26ae4347-9360-46c9-bb93-c220e23c4429,Enterprise,annual,434.25,9,2024-11-28,2027-07-10,seat_expansion,Lack of features,[]
ef5f2bec-68f8-4afe-a2c4-dbf38e34898f,0240cfa5-8cd9-46b0-8a6a-79abb4247c35,Business,annual,79.2,1,2022-05-19,2024-02-06,initial,Lack of features,[]
edc03b20-7150-4f4a-9312-d1b7c2f43368,0240cfa5-8cd9-46b0-8a6a-79abb4247c35,Enterprise,annual,224.25,1,2022-08-18,2024-02-06,plan_upgrade,Lack of features,[]
18918c98-dc3a-439b-b179-f513d6d0142b,0240cfa5-8cd9-46b0-8a6a-79abb4247c35,Enterprise,annual,250.5,2,2023-01-14,2024-02-06,seat_expansion,Lack of features,[]
dca1025d-f12b-4596-8965-2256948b8d3d,0240cfa5-8cd9-46b0-8a6a-79abb4247c35,Enterprise,annual,329.25,5,2023-03-20,2024-02-06,seat_expansion,Lack of features,[]
4437207c-1d51-431d-a6aa-f6ee64c9b7e4,0240cfa5-8cd9-46b0-8a6a-79abb4247c35,Enterprise,annual,434.25,9,2023-09-15,2024-02-06,seat_expansion,Lack of features,[]
021c5005-17a7-40a2-bf70-2b9fff34093a,13e99a18-7386-4eac-a06d-7657f8bd700c,Professional,monthly,139.0,7,2024-05-17,2024-05-17,initial,Competitor switch,[]
5677416c-02af-41de-9875-54ce2d62136d,6e74d3ab-2ce4-4ba3-bdbd-cf42dce753bd,Professional,monthly,64.0,2,2024-02-24,2025-04-12,initial,Merger/acquisition,[]
2c9746b2-df70-4fba-a620-c156c5436cac,6e74d3ab-2ce4-4ba3-bdbd-cf42dce753bd,Professional,monthly,124.0,6,2024-06-11,2025-04-12,seat_expansion,Merger/acquisition,[]
b1b53d34-5c70-4b45-a5e6-98e0473405aa,d676aa08-e3af-4e9c-995a-cce0b42c36c1,Business,monthly,124.0,2,2023-12-10,2026-05-12,initial,Better alternative found,[]
4c6be347-5ec1-4fda-b3c9-09ace410e4aa,d676aa08-e3af-4e9c-995a-cce0b42c36c1,Business,monthly,199.0,5,2024-02-17,2026-05-12,seat_expansion,Better alternative found,[]
f3653df5-e599-4968-93d8-e5b481e693f0,d676aa08-e3af-4e9c-995a-cce0b42c36c1,Business,monthly,324.0,10,2024-04-28,2026-05-12,seat_expansion,Better alternative found,[]
6288e2f1-809c-48f0-829c-be7670f39c67,d676aa08-e3af-4e9c-995a-cce0b42c36c1,Business,monthly,449.0,15,2024-07-03,2026-05-12,seat_expansion,Better alternative found,[]
e663acc6-6516-4e3d-9c29-325c814f761b,d676aa08-e3af-4e9c-995a-cce0b42c36c1,Business,monthly,499.0,17,2024-11-14,2026-05-12,seat_expansion,Better alternative found,[]
93782f43-e8e9-47ad-b317-73d8f5e57d86,5f9aaa50-c35e-4888-802d-224bf2136ccd,Business,monthly,99.0,1,2024-07-02,2032-08-21,initial,Poor support,[]
31b7a910-58c1-4d39-9970-b2d3aee1ddbc,5f9aaa50-c35e-4888-802d-224bf2136ccd,Business,monthly,124.0,2,2024-12-27,2032-08-21,seat_expansion,Poor support,[]
eeb7f103-6252-4fbb-a720-55e97f22c9ec,b9ce01b5-bba8-4382-aeb6-c8313d5b2467,Business,monthly,149.0,3,2024-01-15,2024-05-16,initial,No longer needed,[]
a383e184-76cf-426b-b2d8-e7bb07946ac7,b9ce01b5-bba8-4382-aeb6-c8313d5b2467,Business,monthly,274.0,8,2024-04-26,2024-05-16,seat_expansion,No longer needed,[]
172b98e5-1a60-4420-8bcf-f715d22e97d1,a7bdce3b-4d3f-4735-aac0-3921691ca269,Enterprise,monthly,299.0,1,2022-01-22,,initial,,[]
c085e17a-116f-4058-aac8-376875552bf9,a7bdce3b-4d3f-4735-aac0-3921691ca269,Enterprise,monthly,369.0,3,2022-07-02,,seat_expansion,,[]
d5c600ed-135f-4468-be45-58b65f2df358,a7bdce3b-4d3f-4735-aac0-3921691ca269,Enterprise,monthly,404.0,4,2022-09-22,,seat_expansion,,[]
bdc47131-d242-433a-954f-27ac4a94624f,a7bdce3b-4d3f-4735-aac0-3921691ca269,Enterprise,monthly,474.0,6,2022-12-13,,seat_expansion,,[]
f761bf4b-8396-452e-b094-97ba49ac529b,a7bdce3b-4d3f-4735-aac0-3921691ca269,Enterprise,monthly,544.0,8,2023-04-27,,seat_expansion,,[]
ee3a7adb-b5e7-4df2-a08d-70b34a3d5751,a7bdce3b-4d3f-4735-aac0-3921691ca269,Enterprise,monthly,579.0,9,2023-07-16,,seat_expansion,,[]
14b5740b-0252-471b-84af-c6d8a6c690e7,a7bdce3b-4d3f-4735-aac0-3921691ca269,Enterprise,monthly,649.0,11,2023-10-24,,seat_expansion,,[]
0d3b1576-aabb-421d-88d0-c2b18cb203c7,a7bdce3b-4d3f-4735-aac0-3921691ca269,Enterprise,monthly,684.0,12,2024-01-26,,seat_expansion,,[]
fd29afbe-0b8d-4b80-957d-0ded6dcb6173,a7bdce3b-4d3f-4735-aac0-3921691ca269,Enterprise,monthly,824.0,16,2024-06-22,,seat_expansion,,[]
aaf9978b-313a-4165-9d85-73f85a6a3c1c,a7bdce3b-4d3f-4735-aac0-3921691ca269,Enterprise,monthly,999.0,21,2024-09-06,,seat_expansion,,[]
2a64f549-ae6a-4922-bdc3-533e5a284a6e,a7bdce3b-4d3f-4735-aac0-3921691ca269,Enterprise,monthly,1034.0,22,2024-11-18,,seat_expansion,,[]
258c98c5-ee61-4a7c-b672-2a2c99fcb49b,99c9367e-187b-4c57-8d0c-2c2d06c94e5a,Starter,monthly,29.0,1,2022-05-16,2022-06-03,initial,Poor onboarding,[]
71eed79b-2207-4bd9-9337-40504d0f565c,bc9b5d70-f950-471f-b601-9279a22e45a2,Professional,monthly,79.0,3,2022-01-25,2022-12-03,initial,Price sensitivity,[]
1d486c30-c1d9-474f-bad0-c5220567981f,bc9b5d70-f950-471f-b601-9279a22e45a2,Professional,monthly,94.0,4,2022-07-03,2022-12-03,seat_expansion,Price sensitivity,[]
22a1dc6b-9caf-466f-8043-1b049bf2e4bc,79c4885d-9355-4217-8f66-58dadf5a06f1,Professional,annual,54.4,2,2024-03-17,2030-02-21,initial,Competitor switch,[]
97999e8e-263c-45d1-bc49-c42f6fdf46a6,79c4885d-9355-4217-8f66-58dadf5a06f1,Professional,annual,79.89999999999999,4,2024-12-30,2030-02-21,seat_expansion,Competitor switch,[]
f947d532-954a-4952-9446-415194714549,a69f7ea2-0fe3-4bba-a58d-7855dd11ec08,Starter,annual,26.099999999999998,2,2023-11-13,2027-07-03,initial,Poor onboarding,[]
17a55ed4-6273-4473-9dec-90634e48b0de,a69f7ea2-0fe3-4bba-a58d-7855dd11ec08,Starter,annual,26.099999999999998,5,2024-08-10,2027-07-03,seat_expansion,Poor onboarding,[]
8855df63-06c2-4cb6-a458-e739b0ca5378,589f633d-2778-4962-a1c5-7bb7caff6c3c,Business,monthly,774.0,28,2024-01-20,2029-12-08,initial,Price sensitivity,[]
24d3e267-d341-4f98-b1f4-bb270c39ea93,589f633d-2778-4962-a1c5-7bb7caff6c3c,Business,monthly,874.0,32,2024-06-04,2029-12-08,seat_expansion,Price sensitivity,[]
e33a2e10-17b0-4dd6-a6ba-9a38d5af8400,589f633d-2778-4962-a1c5-7bb7caff6c3c,Business,monthly,924.0,34,2024-10-18,2029-12-08,seat_expansion,Price sensitivity,[]
59c8508a-78c8-4a95-b476-41e144d7a3cc,e1685ee2-dfc0-40e2-b68c-fca6bd6540a6,Enterprise,annual,224.25,1,2023-01-24,2023-03-27,initial,Competitor switch,[]
fe93576f-0867-40a7-957a-4d039b31685e,1b7b1758-12eb-46c0-99a5-05fb0f703a26,Starter,monthly,29.0,2,2023-03-24,2025-08-23,initial,Feature gaps,[]
76910818-d4b7-4653-941a-03c4fade6d24,1b7b1758-12eb-46c0-99a5-05fb0f703a26,Professional,monthly,64.0,2,2024-01-02,2025-08-23,plan_upgrade,Feature gaps,[]
a7b6a79d-e793-418d-b74f-9eb1308d2a1f,1b7b1758-12eb-46c0-99a5-05fb0f703a26,Professional,monthly,94.0,4,2024-09-07,2025-08-23,seat_expansion,Feature gaps,[]
856b0433-9637-4016-9736-70cb0b7fcb22,2670d494-143a-4d78-8b00-894a09e15a77,Enterprise,annual,355.5,6,2024-06-26,,initial,,[]
34a2e6aa-793e-4ea5-a51b-c231c6498fd9,2670d494-143a-4d78-8b00-894a09e15a77,Enterprise,annual,460.5,10,2024-10-29,,seat_expansion,,[]
d5cc9268-c09b-4665-bcfe-beee8d7fa6e8,2a5bb161-ef81-44b6-9d53-fcade46a818a,Business,monthly,674.0,24,2024-01-23,2027-09-23,initial,Better alternative found,[]
a0d0d06b-4abb-4718-86ad-74574ec89217,2a5bb161-ef81-44b6-9d53-fcade46a818a,Business,monthly,799.0,29,2024-07-14,2027-09-23,seat_expansion,Better alternative found,[]
f8280c12-30be-4429-9ae1-96d71300d2c2,2a5bb161-ef81-44b6-9d53-fcade46a818a,Business,monthly,849.0,31,2024-10-09,2027-09-23,seat_expansion,Better alternative found,[]
d500ee28-d350-4354-b88a-cbd55263e97b,7fed7333-29dc-4d53-97f7-23cfa98e7f71,Starter,monthly,29.0,1,2024-10-27,2025-05-18,initial,Merger/acquisition,[]
aea73b7d-9e51-4dbb-aabb-7a9b02d5a15c,0e36cc06-f8a0-47cf-ae8a-54412b2ffc01,Professional,monthly,49.0,1,2022-05-27,2025-12-05,initial,Poor onboarding,[]
40069365-65c2-4376-a96f-ee590c840519,0e36cc06-f8a0-47cf-ae8a-54412b2ffc01,Professional,monthly,94.0,4,2023-04-07,2025-12-05,seat_expansion,Poor onboarding,[]
a5d06edb-6502-4132-8363-3b20e53bdde2,0e36cc06-f8a0-47cf-ae8a-54412b2ffc01,Professional,monthly,169.0,9,2023-07-31,2025-12-05,seat_expansion,Poor onboarding,[]
9b165848-75ba-4bb9-95ac-95d30f4ae53e,0e36cc06-f8a0-47cf-ae8a-54412b2ffc01,Professional,monthly,214.0,12,2023-10-20,2025-12-05,seat_expansion,Poor onboarding,[]
89beac0c-b8e8-4a67-a4b3-d52d7f831706,0e36cc06-f8a0-47cf-ae8a-54412b2ffc01,Business,monthly,374.0,12,2024-02-16,2025-12-05,plan_upgrade,Poor onboarding,[]
0b81c867-1bb0-44b5-8661-46151c24c24a,0e36cc06-f8a0-47cf-ae8a-54412b2ffc01,Business,monthly,474.0,16,2024-04-22,2025-12-05,seat_expansion,Poor onboarding,[]
e8862235-0b60-4f28-bcb4-fd667f6c5c4e,0e36cc06-f8a0-47cf-ae8a-54412b2ffc01,Business,monthly,524.0,18,2024-06-27,2025-12-05,seat_expansion,Poor onboarding,[]
bee9999d-5f78-45f0-aa17-c2a592d30a1e,0e36cc06-f8a0-47cf-ae8a-54412b2ffc01,Business,monthly,624.0,22,2024-10-06,2025-12-05,seat_expansion,Poor onboarding,[]
dbfa0476-4e5c-4b74-97d6-34f4aec96834,67e8a008-21c9-426b-8399-4f471a444b0c,Business,monthly,99.0,1,2023-10-05,2024-06-17,initial,Feature gaps,[]
11a0c1c2-f662-4ae3-aaf7-eaa426c47cbd,67e8a008-21c9-426b-8399-4f471a444b0c,Business,monthly,224.0,6,2024-03-04,2024-06-17,seat_expansion,Feature gaps,[]
6318ebaa-a2e6-413a-8220-6fd369debbc5,67e8a008-21c9-426b-8399-4f471a444b0c,Business,monthly,249.0,7,2024-06-08,2024-06-17,seat_expansion,Feature gaps,[]
0973c9dd-557c-4f23-b4b5-99602137e5b7,d0a2f5a8-7303-4754-a87d-f73e3fa903ba,Professional,monthly,109.0,5,2024-10-16,2025-03-07,initial,Merger/acquisition,[]
9a96d6bf-14b4-4ec2-8ad7-0fa7bac2c0ed,f74e7182-6b1c-4091-827e-d4aa2a325997,Business,annual,119.2,3,2023-09-29,2025-04-03,initial,Poor onboarding,[]
0c0f2d38-0faa-4dbe-9981-aa86a4411fb8,f74e7182-6b1c-4091-827e-d4aa2a325997,Business,annual,219.20000000000002,8,2024-08-01,2025-04-03,seat_expansion,Poor onboarding,[]
a3acf37e-afdd-4169-8f04-d0aee93c6591,c1b2d3c3-038b-4015-bf8c-42931c0fa5fa,Enterprise,annual,434.25,9,2024-09-17,2025-09-07,initial,Technical issues,[]
61ac64f4-b86e-47d9-800b-7967f130ad56,8480c4cb-4fa0-4d0b-89d7-50fe4f248432,Starter,monthly,29.0,2,2023-12-20,2024-03-10,initial,Technical issues,[]
7875b861-197e-4d37-a2cf-e503e54b50a1,dc240bee-091b-4730-b1f3-8f7663865f6a,Starter,monthly,29.0,1,2022-02-15,2022-05-20,initial,Feature gaps,[]
ef34d4c2-031b-4534-9b9e-0560db2dd186,7dae295a-e2b0-4c91-85fc-04ad0487c8cf,Professional,monthly,64.0,2,2023-07-09,2025-07-25,initial,Technical issues,[]
5f6a75e5-7682-4a96-9b0a-ae7d6069d6d7,7dae295a-e2b0-4c91-85fc-04ad0487c8cf,Professional,monthly,139.0,7,2023-09-22,2025-07-25,seat_expansion,Technical issues,[]
4ba6f2fe-25d4-4bbf-9289-b32571039901,04c9e7bb-afca-4bdb-905c-ef8749c298c9,Starter,monthly,29.0,1,2023-10-30,2026-01-12,initial,Price sensitivity,[]
022726eb-f68a-40df-9029-fb6e93c7989c,04c9e7bb-afca-4bdb-905c-ef8749c298c9,Starter,monthly,29.0,2,2024-09-12,2026-01-12,seat_expansion,Price sensitivity,[]
c1c18614-be65-4ebf-a2f2-01fd1c69bbaa,5ddb27f5-67da-43d0-9329-4b0175615c02,Starter,monthly,29.0,1,2023-08-24,2023-10-22,initial,Lack of features,[]
3319a415-a85d-4048-a45a-6dbd27cb5732,06c383b4-be0a-4500-8804-9c9519b393e8,Enterprise,annual,355.5,6,2024-10-08,2027-11-20,initial,No longer needed,[]
786202a7-cede-4561-86bb-ac0faf351519,d0b0eff0-a8dc-47d7-9bca-d26f992cc0af,Business,monthly,249.0,7,2022-07-14,2023-07-19,initial,Poor support,[]
0ac4e73a-bb3b-4535-bde0-4cfb4ea43665,d0b0eff0-a8dc-47d7-9bca-d26f992cc0af,Business,monthly,274.0,8,2022-11-26,2023-07-19,seat_expansion,Poor support,[]
282231b7-2a04-4879-9e9d-34d517adc9ac,d0b0eff0-a8dc-47d7-9bca-d26f992cc0af,Business,monthly,299.0,9,2023-03-27,2023-07-19,seat_expansion,Poor support,[]
e7be93ec-7855-4ed6-855a-3ec56cbb5558,d0b0eff0-a8dc-47d7-9bca-d26f992cc0af,Business,monthly,324.0,10,2023-07-16,2023-07-19,seat_expansion,Poor support,[]
bdacd65c-fcdc-41ad-8dcd-d4775f78e57b,30dec7fd-243c-43bb-97de-7a7843009b87,Starter,annual,26.099999999999998,2,2023-05-20,2024-05-08,initial,Feature gaps,[]
ef5e656c-48c5-4032-bd0f-e90af58fa157,30dec7fd-243c-43bb-97de-7a7843009b87,Starter,annual,26.099999999999998,5,2023-09-13,2024-05-08,seat_expansion,Feature gaps,[]
9dc5c378-620f-4048-b4b4-25e7d386abe6,6e3b3042-b415-429f-bc57-84c709bfc54c,Enterprise,monthly,299.0,1,2023-03-22,2029-12-25,initial,Better alternative found,[]
691f8cd8-a4cf-47c5-bc93-dc784ffc42f5,6e3b3042-b415-429f-bc57-84c709bfc54c,Enterprise,monthly,404.0,4,2023-05-28,2029-12-25,seat_expansion,Better alternative found,[]
b14a90ca-14d4-4cc8-b750-dc51da1d3de4,6e3b3042-b415-429f-bc57-84c709bfc54c,Enterprise,monthly,579.0,9,2023-11-20,2029-12-25,seat_expansion,Better alternative found,[]
ae8508d0-8e3b-4e88-994e-f6f8b7c16149,6e3b3042-b415-429f-bc57-84c709bfc54c,Enterprise,monthly,614.0,10,2024-02-05,2029-12-25,seat_expansion,Better alternative found,[]
5e205ef9-7173-4871-a6d2-33c6f6792a81,6e3b3042-b415-429f-bc57-84c709bfc54c,Enterprise,monthly,649.0,11,2024-05-26,2029-12-25,seat_expansion,Better alternative found,[]
e19d5ad1-46b4-4e80-ac38-8c0c071f1553,6e3b3042-b415-429f-bc57-84c709bfc54c,Enterprise,monthly,719.0,13,2024-10-11,2029-12-25,seat_expansion,Better alternative found,[]
